DATE,VIX,New_Stock_Price,LCR,Net_income,Cost_income_ratio,ROE,CET1_ratio,CDS_Spread
2021-11-13,16.29,10.06,212.5,-731.16,108.69,-6.54,14.45,57.41
2021-11-14,16.29,10.06,213.43,-759.26,109.29,-6.78,14.57,57.41
2021-11-15,16.49,10.03,212.26,-786.19,108.48,-6.99,14.5,57.43
2021-11-16,16.37,9.92,212.36,-816.78,110.73,-7.25,14.42,57.42
2021-11-17,17.11,10.21,211.23,-840.15,110.4,-7.5,14.42,57.41
2021-11-18,17.59,10.12,211.63,-866.16,111.55,-7.73,14.4,57.7
2021-11-19,17.91,9.79,211.81,-888.39,112.13,-7.94,14.27,57.83
2021-11-20,17.91,9.79,210.38,-917.67,112.0,-8.21,14.4,57.83
2021-11-21,17.91,9.79,210.74,-942.36,113.2,-8.44,14.49,57.83
2021-11-22,19.17,9.62,210.57,-970.93,113.32,-8.67,14.36,57.4
2021-11-23,19.38,9.81,211.35,-1000.3,113.16,-8.95,14.43,58.38
2021-11-24,18.58,9.82,209.06,-1025.04,115.08,-9.18,14.46,60.4
2021-11-25,18.58,9.82,209.99,-1051.31,114.82,-9.38,14.33,60.4
2021-11-26,28.62,9.67,211.96,-1080.4,115.34,-9.65,14.37,57.7
2021-11-27,28.62,9.67,210.94,-1105.73,116.08,-9.85,14.33,57.7
2021-11-28,28.62,9.67,210.95,-1131.87,116.92,-10.09,14.34,57.7
2021-11-29,22.96,9.66,209.29,-1154.47,117.34,-10.33,14.31,67.8
2021-11-30,27.19,9.61,209.42,-1189.0,118.15,-10.55,14.34,65.39
2021-12-01,31.12,9.5,209.98,-1208.41,117.91,-10.83,14.5,65.34
2021-12-02,27.95,9.72,210.4,-1239.59,118.71,-11.05,14.33,60.4
2021-12-03,30.67,9.56,206.32,-1267.06,119.53,-11.32,14.41,65.34
2021-12-04,30.67,9.56,206.83,-1288.06,120.93,-11.49,14.36,65.34
2021-12-05,30.67,9.56,209.53,-1315.56,120.64,-11.74,14.48,65.34
2021-12-06,27.18,9.6,207.59,-1340.96,121.7,-12.02,14.49,65.37
2021-12-07,21.89,9.75,206.95,-1368.48,121.81,-12.25,14.46,65.34
2021-12-08,19.9,9.79,206.11,-1392.28,122.15,-12.47,14.42,62.88
2021-12-09,21.58,9.6,206.69,-1422.07,122.8,-12.74,14.38,62.88
2021-12-10,18.69,9.53,205.56,-1450.15,123.39,-12.99,14.31,61.88
2021-12-11,18.69,9.53,209.22,-1475.6,124.27,-13.2,14.54,61.88
2021-12-12,18.69,9.53,206.69,-1500.18,125.15,-13.45,14.35,61.88
2021-12-13,20.31,9.36,206.46,-1531.1,125.27,-13.69,14.45,61.87
2021-12-14,21.89,9.39,206.98,-1557.36,126.18,-13.95,14.48,61.88
2021-12-15,19.29,9.38,207.19,-1583.15,125.82,-14.21,14.36,60.39
2021-12-16,20.57,9.53,206.98,-1613.58,126.61,-14.41,14.47,61.37
2021-12-17,21.57,9.38,206.93,-1635.24,127.03,-14.63,14.46,60.39
2021-12-18,21.57,9.38,204.85,-1666.17,128.03,-14.9,14.52,60.39
2021-12-19,21.57,9.38,205.02,-1688.49,128.3,-15.1,14.37,60.39
2021-12-20,22.87,9.14,206.0,-1713.26,129.31,-15.38,14.31,59.4
2021-12-21,21.01,9.43,204.37,-1742.71,129.17,-15.63,14.36,60.38
2021-12-22,18.63,9.53,204.76,-1764.57,130.13,-15.85,14.42,59.89
2021-12-23,17.96,9.69,205.01,-1797.91,130.95,-16.09,14.4,57.9
2021-12-24,17.96,9.69,205.24,-1818.69,130.35,-16.31,14.37,57.9
2021-12-25,17.96,9.69,202.21,-1846.34,132.67,-16.58,14.26,57.9
2021-12-26,17.96,9.69,204.77,-1878.06,132.21,-16.78,14.43,57.9
2021-12-27,17.68,9.75,203.52,-1894.99,132.03,-17.0,14.54,57.4
2021-12-28,17.54,9.75,204.37,-1927.54,133.5,-17.28,14.43,57.41
2021-12-29,16.95,9.63,204.25,-1955.84,134.01,-17.5,14.44,57.4
2021-12-30,17.33,9.63,204.97,-1983.52,134.51,-17.78,14.44,57.9
2021-12-31,17.22,9.64,203.0,-2007.0,135.1,-18.0,14.4,58.9
2022-01-01,17.22,9.64,203.32,-2000.14,135.44,-17.73,14.34,58.9
2022-01-02,17.22,9.64,202.53,-1955.68,134.84,-17.68,14.49,58.9
2022-01-03,16.6,9.92,201.96,-1950.16,133.17,-17.34,14.4,57.4
2022-01-04,16.91,10.04,202.44,-1912.57,133.84,-17.5,14.43,57.41
2022-01-05,19.73,9.94,202.93,-1933.2,133.0,-17.06,14.47,56.91
2022-01-06,19.61,10.19,202.21,-1889.44,134.37,-17.04,14.36,56.39
2022-01-07,18.76,10.19,202.77,-1852.88,132.92,-16.66,14.38,58.4
2022-01-08,18.76,10.19,202.82,-1856.41,132.33,-16.6,14.4,58.4
2022-01-09,18.76,10.19,203.15,-1835.86,132.83,-16.5,14.29,58.4
2022-01-10,19.4,10.21,203.52,-1811.37,132.12,-16.21,14.34,58.85
2022-01-11,18.41,10.23,202.22,-1800.67,133.3,-16.01,14.34,59.73
2022-01-12,17.62,10.27,200.74,-1778.93,131.55,-15.86,14.25,59.89
2022-01-13,20.31,10.51,201.64,-1759.92,130.85,-15.84,14.48,59.38
2022-01-14,19.19,10.55,201.96,-1743.56,130.08,-15.62,14.21,59.38
2022-01-15,19.19,10.55,199.97,-1705.67,131.26,-15.4,14.21,59.38
2022-01-16,19.19,10.55,203.17,-1694.11,130.65,-15.23,14.39,59.38
2022-01-17,19.19,10.55,201.82,-1676.95,129.81,-14.99,14.34,60.37
2022-01-18,22.79,10.03,201.99,-1652.09,131.32,-15.06,14.21,63.84
2022-01-19,23.85,9.87,202.91,-1643.59,130.72,-14.68,14.32,64.78
2022-01-20,25.59,9.86,200.8,-1629.44,129.99,-14.56,14.37,60.37
2022-01-21,28.85,9.68,201.95,-1608.45,130.68,-14.44,14.26,64.78
2022-01-22,28.85,9.68,201.18,-1583.12,129.95,-14.25,14.44,64.78
2022-01-23,28.85,9.68,201.02,-1574.5,128.69,-14.03,14.12,64.78
2022-01-24,29.9,9.24,200.35,-1549.62,128.29,-14.16,14.29,64.38
2022-01-25,31.16,9.06,202.75,-1530.51,129.29,-13.73,14.32,66.83
2022-01-26,31.96,9.25,200.6,-1484.75,128.75,-13.57,14.29,66.82
2022-01-27,30.49,9.21,201.61,-1514.64,128.34,-13.27,14.21,67.3
2022-01-28,27.66,9.31,198.92,-1469.34,127.4,-13.22,14.19,67.32
2022-01-29,27.66,9.31,201.94,-1430.95,128.13,-12.99,14.24,67.32
2022-01-30,27.66,9.31,201.73,-1427.78,126.96,-12.66,14.26,67.32
2022-01-31,24.83,9.53,200.69,-1402.17,127.14,-12.54,14.24,70.01
2022-02-01,21.96,9.76,200.28,-1389.46,127.94,-12.37,14.26,70.27
2022-02-02,22.09,9.73,200.84,-1377.9,126.26,-12.32,14.11,70.31
2022-02-03,24.35,9.59,202.68,-1374.43,125.39,-12.06,14.16,68.32
2022-02-04,23.22,9.64,198.49,-1330.6,125.48,-11.95,14.1,73.26
2022-02-05,23.22,9.64,200.99,-1321.18,126.61,-11.78,14.13,73.26
2022-02-06,23.22,9.64,199.2,-1302.16,125.86,-11.55,14.23,73.26
2022-02-07,22.86,9.74,200.02,-1279.87,125.34,-11.47,14.15,75.24
2022-02-08,21.44,9.93,199.72,-1238.09,124.83,-11.11,14.33,80.23
2022-02-09,19.96,10.01,199.45,-1212.2,125.25,-11.08,14.15,77.28
2022-02-10,23.91,9.08,199.8,-1214.89,124.09,-10.84,14.13,74.3
2022-02-11,27.36,8.95,198.58,-1202.46,124.62,-10.59,14.13,78.24
2022-02-12,27.36,8.95,200.7,-1190.35,123.66,-10.45,14.07,78.24
2022-02-13,27.36,8.95,197.76,-1154.56,123.3,-10.5,14.1,78.24
2022-02-14,28.33,8.91,200.05,-1122.11,123.22,-10.16,14.18,80.59
2022-02-15,25.7,9.08,199.09,-1123.22,123.14,-9.95,14.1,84.2
2022-02-16,24.29,9.11,198.16,-1125.34,123.11,-9.77,14.03,82.23
2022-02-17,28.11,8.97,199.47,-1075.48,123.05,-9.78,14.01,82.73
2022-02-18,27.75,8.93,197.61,-1053.04,120.14,-9.57,14.04,82.72
2022-02-19,27.75,8.93,199.15,-1059.58,121.83,-9.24,14.07,82.72
2022-02-20,27.75,8.93,197.59,-1022.63,121.86,-9.23,14.15,82.72
2022-02-21,27.75,8.93,199.42,-1000.61,122.89,-9.01,13.96,89.14
2022-02-22,28.81,8.58,197.94,-986.6,120.88,-8.67,14.02,100.0
2022-02-23,31.02,8.47,198.34,-974.54,121.47,-8.64,14.05,97.04
2022-02-24,30.32,8.25,199.02,-937.14,122.12,-8.53,13.9,98.03
2022-02-25,27.59,8.44,197.86,-932.11,119.96,-8.37,13.97,103.94
2022-02-26,27.59,8.44,198.51,-923.7,120.86,-8.09,13.97,103.94
2022-02-27,27.59,8.44,196.95,-910.1,119.8,-8.07,13.96,103.94
2022-02-28,30.15,8.28,199.05,-857.61,119.75,-7.8,14.02,99.01
2022-03-01,33.32,7.83,200.12,-844.81,119.29,-7.57,13.99,107.66
2022-03-02,30.74,7.97,201.09,-830.85,119.08,-7.31,13.95,109.7
2022-03-03,30.48,7.89,198.27,-816.88,121.16,-7.19,14.02,111.87
2022-03-04,31.98,7.38,198.9,-798.51,119.64,-7.14,14.1,114.07
2022-03-05,31.98,7.38,196.21,-784.73,119.56,-6.8,14.09,114.07
2022-03-06,31.98,7.38,199.47,-759.0,118.89,-6.76,13.83,114.07
2022-03-07,36.45,6.89,198.65,-756.68,117.22,-6.67,14.0,123.29
2022-03-08,35.13,7.27,197.3,-723.52,118.32,-6.4,13.94,135.35
2022-03-09,32.45,7.69,198.97,-699.99,118.52,-6.08,13.96,129.43
2022-03-10,30.23,7.35,197.38,-671.48,116.97,-6.03,13.91,117.66
2022-03-11,30.75,7.38,197.09,-658.73,117.94,-5.87,13.94,124.52
2022-03-12,30.75,7.38,197.96,-631.09,117.51,-5.55,13.94,124.52
2022-03-13,30.75,7.38,196.32,-606.26,118.03,-5.65,13.88,124.52
2022-03-14,31.77,7.63,198.36,-589.91,116.24,-5.46,13.85,127.48
2022-03-15,29.83,7.59,196.17,-576.55,115.53,-5.32,13.87,126.06
2022-03-16,26.67,7.98,196.1,-561.88,115.77,-4.97,13.92,127.04
2022-03-17,25.67,8.01,196.17,-552.58,116.73,-4.81,13.94,120.66
2022-03-18,23.87,8.15,197.78,-516.04,114.27,-4.51,13.95,120.64
2022-03-19,23.87,8.15,196.31,-487.34,113.86,-4.46,13.84,120.64
2022-03-20,23.87,8.15,195.49,-481.5,115.06,-4.34,13.89,120.64
2022-03-21,23.53,8.14,196.16,-446.43,114.45,-4.13,13.94,128.23
2022-03-22,22.94,8.25,196.67,-461.71,114.5,-3.95,13.94,131.45
2022-03-23,23.57,8.09,195.42,-438.72,114.87,-3.94,13.85,127.47
2022-03-24,21.67,8.12,195.38,-399.28,113.61,-3.37,13.83,129.43
2022-03-25,20.81,8.15,198.61,-385.95,112.46,-3.39,13.85,131.4
2022-03-26,20.81,8.15,195.52,-356.15,114.85,-3.25,13.75,131.4
2022-03-27,20.81,8.15,195.98,-350.22,112.54,-3.04,13.81,131.4
2022-03-28,19.63,7.94,195.86,-339.51,112.25,-2.86,13.87,128.51
2022-03-29,18.9,8.22,195.73,-313.68,113.45,-2.76,13.86,126.51
2022-03-30,19.33,8.04,196.71,-307.65,112.19,-2.63,13.79,119.64
2022-03-31,20.56,7.85,196.0,-273.0,112.2,-2.4,13.8,121.58
2022-04-01,19.63,7.99,196.63,-287.08,111.06,-2.48,13.77,119.65
2022-04-02,19.63,7.99,195.81,-304.04,112.28,-2.54,13.76,119.65
2022-04-03,19.63,7.99,195.56,-315.69,111.78,-2.6,13.83,119.65
2022-04-04,18.57,8.08,195.43,-329.18,112.47,-2.66,13.68,119.76
2022-04-05,21.03,7.79,195.66,-345.77,111.44,-2.73,13.71,117.79
2022-04-06,22.1,7.68,195.23,-358.18,113.32,-2.78,13.8,119.8
2022-04-07,21.55,7.72,196.26,-374.8,112.96,-2.85,13.82,119.75
2022-04-08,21.16,7.73,195.17,-387.88,113.83,-2.91,13.82,121.74
2022-04-09,21.16,7.73,197.07,-406.58,113.09,-2.96,13.72,121.74
2022-04-10,21.16,7.73,196.89,-414.75,114.25,-3.05,13.7,121.74
2022-04-11,24.37,7.7,194.52,-430.52,114.17,-3.1,13.73,119.81
2022-04-12,24.26,7.55,195.41,-447.45,115.44,-3.17,13.78,118.29
2022-04-13,21.82,7.64,194.65,-464.26,115.59,-3.23,13.86,117.79
2022-04-14,22.7,7.51,194.91,-475.68,115.44,-3.28,13.61,119.77
2022-04-15,22.7,7.51,197.14,-492.55,115.02,-3.35,13.74,118.78
2022-04-16,22.7,7.51,194.82,-504.48,116.51,-3.43,13.66,118.78
2022-04-17,22.7,7.51,195.42,-519.03,114.73,-3.49,13.63,118.78
2022-04-18,22.17,7.5,195.54,-535.38,115.01,-3.54,13.81,118.77
2022-04-19,21.37,7.72,193.98,-547.07,115.95,-3.61,13.77,118.89
2022-04-20,20.32,7.49,194.06,-562.01,117.46,-3.67,13.77,121.25
2022-04-21,22.68,7.34,193.66,-576.28,116.29,-3.74,13.79,119.75
2022-04-22,28.21,7.18,193.92,-592.11,116.5,-3.78,13.69,119.79
2022-04-23,28.21,7.18,191.94,-608.56,115.99,-3.88,13.69,119.79
2022-04-24,28.21,7.18,195.22,-619.8,117.53,-3.93,13.87,119.79
2022-04-25,27.02,7.16,196.64,-636.01,117.73,-4.0,13.7,119.76
2022-04-26,33.52,6.76,194.72,-652.04,117.84,-4.05,13.77,124.74
2022-04-27,31.6,6.53,193.13,-662.8,117.25,-4.14,13.71,128.14
2022-04-28,29.99,6.61,193.83,-676.29,117.4,-4.18,13.58,133.14
2022-04-29,33.4,6.7,193.96,-693.72,117.27,-4.26,13.56,136.11
2022-04-30,33.4,6.7,193.35,-705.22,118.25,-4.32,13.66,136.11
2022-05-01,33.4,6.7,195.14,-722.55,117.79,-4.39,13.77,136.11
2022-05-02,32.34,6.75,195.04,-737.7,117.94,-4.45,13.75,135.61
2022-05-03,29.25,7.01,193.05,-752.54,118.56,-4.49,13.75,135.58
2022-05-04,25.42,7.24,194.84,-763.95,118.73,-4.57,13.62,133.69
2022-05-05,31.2,6.75,195.57,-781.76,118.9,-4.62,13.8,137.52
2022-05-06,30.19,6.68,195.89,-794.19,119.66,-4.67,13.61,137.52
2022-05-07,30.19,6.68,196.77,-810.47,119.64,-4.76,13.69,137.52
2022-05-08,30.19,6.68,193.03,-824.84,119.64,-4.83,13.67,137.52
2022-05-09,34.75,6.26,196.62,-837.31,120.1,-4.88,13.66,140.57
2022-05-10,32.99,6.33,193.46,-853.74,119.64,-4.96,13.76,143.48
2022-05-11,32.56,6.2,193.17,-868.28,120.46,-5.02,13.62,144.53
2022-05-12,31.77,6.24,194.01,-880.68,120.68,-5.1,13.57,144.53
2022-05-13,28.87,6.51,193.07,-894.56,119.96,-5.13,13.66,145.13
2022-05-14,28.87,6.51,193.97,-910.36,121.56,-5.21,13.63,145.13
2022-05-15,28.87,6.51,192.23,-926.64,120.71,-5.27,13.88,145.13
2022-05-16,27.47,6.53,193.24,-940.95,121.45,-5.34,13.7,141.53
2022-05-17,26.1,6.78,194.68,-954.65,122.25,-5.39,13.62,143.56
2022-05-18,30.96,6.63,193.31,-968.83,122.32,-5.47,13.57,137.57
2022-05-19,29.35,6.75,193.45,-985.12,122.02,-5.52,13.51,141.48
2022-05-20,29.43,6.78,193.72,-997.29,122.0,-5.58,13.56,142.49
2022-05-21,29.43,6.78,194.35,-1012.66,122.93,-5.64,13.64,142.49
2022-05-22,29.43,6.78,191.52,-1029.63,122.98,-5.71,13.73,142.49
2022-05-23,28.48,7.01,193.66,-1043.06,122.45,-5.8,13.7,145.93
2022-05-24,29.45,7.06,192.77,-1056.98,122.55,-5.81,13.64,138.55
2022-05-25,28.37,7.07,193.14,-1070.9,122.04,-5.88,13.6,142.67
2022-05-26,27.5,7.22,193.96,-1082.73,123.49,-5.96,13.63,138.49
2022-05-27,25.72,7.35,191.7,-1099.49,123.55,-6.04,13.58,130.77
2022-05-28,25.72,7.35,191.82,-1115.47,124.44,-6.1,13.73,130.77
2022-05-29,25.72,7.35,190.86,-1128.52,124.2,-6.17,13.59,130.77
2022-05-30,26.54,7.35,192.17,-1143.81,124.95,-6.21,13.6,125.65
2022-05-31,26.19,7.05,193.95,-1157.39,124.01,-6.28,13.45,123.15
2022-06-01,25.69,6.93,192.48,-1171.55,125.24,-6.36,13.58,129.35
2022-06-02,24.72,7.02,191.23,-1185.2,124.5,-6.42,13.65,131.95
2022-06-03,24.79,6.88,192.01,-1201.38,125.44,-6.47,13.52,131.93
2022-06-04,24.79,6.88,190.97,-1213.62,124.38,-6.52,13.53,131.93
2022-06-05,24.79,6.88,191.27,-1229.12,125.53,-6.59,13.64,131.93
2022-06-06,25.07,6.97,192.7,-1245.83,124.49,-6.66,13.48,131.93
2022-06-07,24.02,6.94,191.11,-1256.36,125.65,-6.74,13.65,131.94
2022-06-08,23.96,6.87,193.3,-1273.43,126.25,-6.84,13.54,134.61
2022-06-09,26.09,6.52,192.08,-1289.52,125.91,-6.86,13.54,134.58
2022-06-10,27.75,6.17,192.18,-1300.63,125.81,-6.93,13.49,136.59
2022-06-11,27.75,6.17,191.77,-1314.56,127.07,-6.99,13.59,136.59
2022-06-12,27.75,6.17,192.75,-1331.95,126.74,-7.05,13.73,136.59
2022-06-13,34.02,5.94,192.7,-1347.09,126.73,-7.13,13.61,150.5
2022-06-14,32.69,5.8,192.21,-1361.15,127.22,-7.17,13.49,155.52
2022-06-15,29.62,5.92,192.38,-1374.44,128.88,-7.24,13.63,161.95
2022-06-16,32.95,5.68,191.56,-1388.18,128.25,-7.3,13.52,159.28
2022-06-17,31.13,5.89,192.25,-1403.65,128.45,-7.36,13.64,158.88
2022-06-18,31.13,5.89,191.33,-1418.8,128.24,-7.43,13.6,158.88
2022-06-19,31.13,5.89,191.61,-1431.39,128.29,-7.5,13.33,158.88
2022-06-20,31.03,5.89,191.28,-1448.37,127.06,-7.56,13.46,159.18
2022-06-21,30.19,5.91,191.05,-1461.04,128.22,-7.63,13.59,159.48
2022-06-22,28.95,5.92,190.76,-1477.35,128.53,-7.69,13.54,171.67
2022-06-23,29.05,5.64,191.84,-1490.87,127.95,-7.74,13.45,177.62
2022-06-24,27.23,5.95,192.61,-1506.12,128.55,-7.81,13.48,181.71
2022-06-25,27.23,5.95,192.42,-1520.55,128.29,-7.86,13.38,181.71
2022-06-26,27.23,5.95,189.99,-1535.49,129.58,-7.92,13.51,181.71
2022-06-27,26.95,5.95,192.43,-1547.65,130.26,-8.01,13.66,181.54
2022-06-28,28.36,5.87,190.8,-1564.99,130.62,-8.12,13.56,181.14
2022-06-29,28.16,5.79,191.64,-1579.5,130.43,-8.12,13.65,186.58
2022-06-30,28.71,5.67,191.0,-1593.0,130.4,-8.2,13.5,193.71
2022-07-01,26.7,5.7,192.48,-1629.52,131.41,-8.48,13.52,203.56
2022-07-02,26.7,5.7,190.56,-1642.91,129.06,-8.79,13.53,203.56
2022-07-03,26.7,5.7,189.61,-1673.53,130.98,-9.13,13.55,203.56
2022-07-04,27.53,5.7,190.38,-1686.59,129.94,-9.48,13.57,203.06
2022-07-05,27.54,5.57,190.38,-1728.42,129.48,-9.67,13.45,201.06
2022-07-06,26.73,5.43,188.13,-1758.87,128.32,-9.97,13.52,213.62
2022-07-07,26.08,5.57,187.5,-1771.59,129.1,-10.3,13.41,213.76
2022-07-08,24.64,5.6,187.92,-1797.89,128.02,-10.64,13.48,210.78
2022-07-09,24.64,5.6,188.17,-1830.45,129.07,-10.84,13.43,210.78
2022-07-10,24.64,5.6,187.74,-1852.94,127.38,-11.18,13.43,210.78
2022-07-11,26.17,5.43,185.22,-1885.16,127.7,-11.44,13.42,206.34
2022-07-12,27.29,5.52,188.0,-1909.53,127.17,-11.68,13.27,207.7
2022-07-13,26.82,5.36,185.16,-1928.64,126.65,-12.15,13.3,215.85
2022-07-14,26.4,5.11,185.12,-1959.48,127.54,-12.38,13.37,217.98
2022-07-15,24.23,5.26,184.11,-1992.34,127.16,-12.66,13.24,220.97
2022-07-16,24.23,5.26,187.14,-2006.75,127.36,-12.89,13.4,220.97
2022-07-17,24.23,5.26,184.39,-2062.89,125.17,-13.31,13.39,220.97
2022-07-18,25.3,5.36,182.95,-2054.24,126.79,-13.46,13.35,231.49
2022-07-19,24.5,5.69,184.18,-2110.71,127.49,-13.83,13.24,224.56
2022-07-20,23.88,5.53,183.69,-2128.65,125.32,-14.14,13.4,218.87
2022-07-21,23.11,5.6,182.38,-2150.51,126.61,-14.44,13.43,208.78
2022-07-22,23.03,5.48,182.95,-2177.88,124.97,-14.75,13.29,205.75
2022-07-23,23.03,5.48,180.96,-2195.23,124.01,-14.98,13.31,205.75
2022-07-24,23.03,5.48,180.88,-2238.21,124.46,-15.37,13.28,205.75
2022-07-25,23.36,5.6,179.03,-2254.24,125.11,-15.6,13.29,194.05
2022-07-26,24.69,5.22,179.28,-2287.45,123.64,-15.93,13.24,193.87
2022-07-27,23.24,5.51,181.87,-2307.03,123.55,-16.24,13.23,200.92
2022-07-28,22.33,5.72,181.31,-2336.43,124.09,-16.4,13.29,206.92
2022-07-29,21.33,5.8,179.4,-2361.71,123.47,-16.79,13.37,195.94
2022-07-30,21.33,5.8,180.52,-2393.36,123.61,-17.08,13.11,195.94
2022-07-31,21.33,5.8,178.38,-2419.57,123.14,-17.35,13.19,195.94
2022-08-01,22.84,5.77,177.9,-2439.76,123.06,-17.75,13.11,189.54
2022-08-02,23.93,5.4,177.78,-2461.06,122.23,-17.92,13.28,193.87
2022-08-03,21.95,5.42,177.21,-2499.87,122.42,-18.39,13.13,202.93
2022-08-04,21.44,5.53,176.72,-2528.56,121.43,-18.62,13.06,194.07
2022-08-05,21.15,5.5,177.61,-2543.29,122.63,-18.9,13.19,199.01
2022-08-06,21.15,5.5,176.26,-2574.97,121.14,-19.16,13.26,199.01
2022-08-07,21.15,5.5,176.4,-2594.62,122.05,-19.47,13.17,199.01
2022-08-08,21.29,5.59,176.3,-2634.99,120.92,-19.78,13.13,195.12
2022-08-09,21.77,5.45,175.28,-2668.48,120.97,-20.07,13.14,191.21
2022-08-10,19.74,5.68,173.58,-2685.08,120.27,-20.41,13.19,202.83
2022-08-11,20.2,5.71,172.82,-2713.47,119.69,-20.72,13.03,198.7
2022-08-12,19.53,5.86,173.85,-2734.53,118.98,-20.93,13.07,190.86
2022-08-13,19.53,5.86,173.14,-2765.51,119.19,-21.23,13.04,190.86
2022-08-14,19.53,5.86,172.99,-2781.07,119.43,-21.49,12.98,190.86
2022-08-15,19.95,5.77,172.48,-2815.8,119.54,-21.88,13.03,190.89
2022-08-16,19.69,5.77,174.57,-2838.83,119.82,-22.12,13.11,191.01
2022-08-17,19.9,5.5,170.43,-2865.31,118.63,-22.46,13.07,192.98
2022-08-18,19.56,5.5,169.39,-2891.55,118.11,-22.69,13.06,198.94
2022-08-19,20.6,5.26,171.21,-2919.82,117.5,-23.0,13.02,191.69
2022-08-20,20.6,5.26,170.13,-2942.1,118.52,-23.33,13.04,191.69
2022-08-21,20.6,5.26,170.39,-2979.03,118.87,-23.64,12.94,191.69
2022-08-22,23.8,5.16,170.24,-2988.08,118.55,-23.89,12.96,195.34
2022-08-23,24.11,5.28,170.51,-3027.64,117.95,-24.2,12.98,209.12
2022-08-24,22.82,5.29,167.44,-3062.74,117.66,-24.55,12.98,209.06
2022-08-25,21.78,5.44,167.95,-3077.33,118.12,-24.87,12.97,210.96
2022-08-26,25.56,5.23,168.49,-3112.14,116.99,-25.13,12.93,206.86
2022-08-27,25.56,5.23,168.41,-3126.59,116.95,-25.35,12.91,206.86
2022-08-28,25.56,5.23,169.37,-3140.82,116.08,-25.66,13.14,206.86
2022-08-29,26.21,5.25,167.78,-3191.22,115.16,-26.05,12.97,213.69
2022-08-30,26.21,5.23,166.41,-3208.84,115.37,-26.35,12.93,212.91
2022-08-31,25.87,5.16,165.21,-3252.0,115.57,-26.55,12.88,219.23
2022-09-01,25.56,5.0,165.12,-3260.94,115.37,-26.94,12.85,225.82
2022-09-02,25.47,5.12,164.69,-3298.14,116.35,-27.17,12.87,229.83
2022-09-03,25.47,5.12,165.48,-3322.6,114.91,-27.51,12.88,229.83
2022-09-04,25.47,5.12,164.7,-3352.92,115.39,-27.72,12.73,229.83
2022-09-05,25.99,5.12,162.79,-3364.85,114.09,-28.11,12.74,229.83
2022-09-06,26.91,5.04,163.24,-3389.19,113.94,-28.33,12.79,230.23
2022-09-07,24.64,5.15,164.09,-3423.56,113.03,-28.67,12.84,230.83
2022-09-08,23.61,5.23,163.18,-3457.17,113.18,-28.96,12.8,229.83
2022-09-09,22.79,5.42,162.99,-3464.15,113.77,-29.35,12.91,230.23
2022-09-10,22.79,5.42,162.41,-3509.32,113.19,-29.66,12.7,230.23
2022-09-11,22.79,5.42,163.19,-3547.1,113.56,-29.87,12.74,230.23
2022-09-12,23.87,5.62,161.46,-3552.76,112.82,-30.15,12.88,207.92
2022-09-13,27.27,5.3,160.47,-3591.75,112.24,-30.5,12.78,229.83
2022-09-14,26.16,5.33,159.56,-3601.6,113.63,-30.8,12.82,207.92
2022-09-15,26.27,5.34,160.27,-3639.05,111.93,-31.03,12.89,200.85
2022-09-16,26.3,5.23,157.3,-3657.73,112.51,-31.32,12.69,203.97
2022-09-17,26.3,5.23,159.05,-3677.91,111.25,-31.65,12.72,203.97
2022-09-18,26.3,5.23,158.63,-3725.24,111.73,-31.91,12.7,203.97
2022-09-19,25.76,5.24,157.12,-3746.65,111.64,-32.28,12.58,203.97
2022-09-20,27.16,5.07,157.14,-3769.28,110.93,-32.55,12.68,209.84
2022-09-21,27.99,5.0,158.39,-3782.96,109.02,-32.76,12.75,219.26
2022-09-22,27.35,4.71,157.44,-3826.98,110.32,-33.12,12.71,223.63
2022-09-23,29.92,4.14,156.91,-3853.01,110.88,-33.42,12.71,213.44
2022-09-24,29.92,4.14,156.71,-3871.0,110.18,-33.63,12.63,213.44
2022-09-25,29.92,4.14,156.1,-3905.93,109.89,-34.07,12.6,213.44
2022-09-26,32.26,4.05,156.8,-3926.65,108.23,-34.28,12.72,213.71
2022-09-27,32.6,3.98,155.32,-3966.76,108.65,-34.54,12.6,228.26
2022-09-28,30.18,4.08,153.41,-3963.3,109.15,-34.92,12.64,228.28
2022-09-29,31.84,3.92,155.96,-4018.2,108.91,-35.17,12.62,233.07
2022-09-30,31.62,3.92,154.0,-4034.0,108.4,-35.5,12.6,242.99
2022-10-01,31.62,3.92,152.89,-4008.33,108.86,-35.21,12.63,242.99
2022-10-02,31.62,3.92,152.87,-3989.96,109.3,-34.95,12.54,242.99
2022-10-03,30.1,4.01,154.12,-3943.69,109.79,-34.68,12.62,247.91
2022-10-04,29.07,4.5,153.52,-3916.5,109.97,-34.82,12.65,313.54
2022-10-05,28.55,4.22,153.11,-3922.8,109.55,-34.3,12.75,308.88
2022-10-06,30.52,4.29,154.13,-3898.37,110.06,-34.26,12.66,384.59
2022-10-07,31.36,4.85,153.38,-3827.09,110.63,-33.52,12.76,359.05
2022-10-08,31.36,4.85,153.17,-3801.62,111.13,-33.51,12.73,359.05
2022-10-09,31.36,4.85,153.62,-3784.23,112.22,-33.28,12.74,359.05
2022-10-10,32.45,4.48,152.62,-3780.36,111.38,-32.84,12.78,303.55
2022-10-11,33.63,4.24,154.01,-3708.72,112.18,-32.68,12.75,309.22
2022-10-12,33.57,4.25,152.09,-3663.87,113.25,-32.7,12.77,326.2
